id;name;price;rate;sold;tags;
24;USB-Лента светодиодная с поддержкой Bluetooth, 5050 SMD, 5 В;738;4.8;442;
25;СВЕТОДИОДНАЯ лента SMD высокой яркости, водонепроницаемая гибкая светильник полоска, 300 светодиодов, 5 м, 12 В постоянного тока, RGB/теплый/белый/синий/красный/зеленый/розовый цвета;346;4.7;442;
26;Гибкая светодиодная лента COB, 5 мм, 12/24 В, длина 0,5-5 м, цвет в ассортименте;1400;4.9;441;top
27;A1 * Светодиодная лента для подсветки 7 ламп для подсветки телевизора 32 дюйма 32LN540V 32LN541V 32LN520B LC320DXE 6916L-1399A 1400A 1437A 1438A 1204A 1426A Новинка;1457;4.8;441;
28;Беспроводной светодиодный пульт дистанционного управления с 11 клавишами;111;4.8;442;top
29;10 шт. 25 м 10/12/20 мм ширина Двусторонняя теплопроводная лента Теплопроводящая клейкая лента для PCB CPU Светодиодная лента светильник радиатор;486;4.9;446;
30;Разъем для светодиодной ленты, 5 шт., 2/3/4/5 контактов, разъемы 5/8/10/12 мм для водонепроницаемой/не водонепроницаемой светодиодной ленты WS2812B, RGBWW, RGBWWW;167;4.9;439;top
31;Светодиодная лента PCB 2835, 4 мм, 12 В, суперъяркая, 3528 светодиодов/м, 5 м, 10 м, 15 м, 20 м, 50 м;464;4.9;439;top
32;Светодиодная лента для автомобиля, 2 шт;113;4.4;439;
33;Кабель-удлинитель для светодиодной ленты видеонаблюдения, 5,5 мм, 2,1 мм;103;4.9;439;
34;Контроллер для лестницы ES32;5342;4.9;438;top
35;Светодиодная лента 5 в постоянного тока, контроллер датчика движения 2835, автоматическое ВКЛ./ВЫКЛ., IP30, не водонепроницаемая гибкая светодиодная лента, 5 м, датчик освещенности в кроватке;927;4.6;437;
36;Кабель-удлинитель RGB/RGBW, 4Pin, 5Pin;107;4.9;437;top
37;Разъем удлинительного кабеля RGB RGBW 4Pin 5Pin 1M 2M 3M 4M 5M 10M;189;4.9;437;
38;Светодиодная лента, 1 м/2 м/4 м/5 м DC5V WS2812B WS2812, 30/60/144 пикселей/светодиодов/m Шварц/Weiß PCB Wasserdicht IP30/65/67 IC WS2812;1372;4.9;436;
39;2 шт., светодиодные водонепроницаемые ленты 45 см 1210 45SMD;133;4.6;436;
40;Двусторонняя теплопроводящая клейкая лента, ширина 25/10/5 метров в рулоне, 8/10/12/20 мм для чипов, ПП, светодиодных лент, радиаторов;149;4.9;436;top
41;Двусторонняя теплопроводящая клейкая лента, ширина 25/10/5 метров в рулоне, 8/10/12/20 мм для чипов, ПП, светодиодных лент, радиаторов;149;4.9;436;top
42;Регулируемый AC 100-240V to DC 3V-12V 3V-24V 9V-24V Универсальный адаптер трансформатор адаптер питания 3 12 24 v светодиодный светодиодной ленты;1165;4.8;436;
43;USB-лента для подсветки телевизора, 1-30 м;1237;4.7;436;top
44;Светодиодная лента для подсветки телевизора LG;1347;4.9;437;
45;Универсальный гибкий фонасветильник для лента для мотоцикла, стоп-сигнал поворота, номерного знака, красный и янтарный светодиодный ОД, 32 светодиода;244;5.0;435;
46;Гибкая светодиодная лента RGB 5050 SMD, 5/10/15 м, 12 В постоянного тока;2286;4.0;435;
47;Светодиодная лента RGB 5050 с Bluetooth, 5 В, 0,5-5 м;97;4.4;434;top
48;Универсальный адаптер питания AC 110-240 В;162;4.7;436;
49;Линейный комплект светодиодной подсветки для телевизора Philips;976;5.0;434;
50;Гибкие дневные ходовые огни с динамическими поворотниками 30/45/60 см, цвет в ассортименте, 2 шт;432;4.7;442;top
51;Корона для свадебной вечеринки, цвет в ассортименте;251;4.7;433;top
52;Водонепроницаемая гибкая лента SMD3528, 2 шт;136;4.8;433;
53;Светодиодная лента подсветки для телевизоров, 8 шт;1513;4.9;433;
54;Ceyes автомобильный Стайлинг багажник задний стоп светильник с высоким креплением Дополнительная задняя светодиодная лента ходовой сигнал поворота аксессуары для автомобиля;923;4.5;433;
55;автомобильный светильник звездного неба;5031;4.7;432;top
56;Внешний источник питания для светодиодной ленты, 3 в, 4,5 в, 5 В, 6 в, 7,5 в, 9 В, 12 В, 500 мА, мА, 1 А;105;4.8;433;
57;Светодиодные ленты с инфракрасным управлением;269;4.6;432;
58;Комплект светодиодных лент для подсветки 395 мм;555;4.7;432;
59;Светодиодная лента, 1-5 м, 10 м, 15 м, 20 м, 30 м;1666;4.5;431;
60;Светодиодная лента 5 м, декоративная гибкая лента 5050 RGBWW 96 светодиодов/м RGB + CCT 5 в 1 SMD 36 Вт RGB + белый + теплый белый RGBWW 12 мм DC 24 В;1776;4.8;431;top
61;Прозрачный проводной прозрачный светодиод с пластиковым держателем, 10/20/50/100 шт;91;4.9;431;top
62;Алюминиевая светодиодная лента для подсветки, 438 мм, 6 ламп, 10 шт;1787;4.9;430;top
63;2 шт., гибкая светодиодная лента для дневных ходовых огней, 30 см, 45 см, 60 см;1175;4.8;430;
64;Светодиодный драйвер 12 В постоянного тока, 18 Вт/28 Вт/48 Вт/72 Вт/100 Вт;272;4.8;430;
65;Светодиодная лента Wi-Fi Smart alexa Bluetooth Luces LED;1156;4.5;429;
66;Рождественская светодиодная гирлянда WS2812B с USB;891;4.8;429;
67;Пиксельный модуль WS2812B, 50 шт;1603;4.9;428;top
68;Светодиодная лента для подсветки телевизора;1302;4.7;426;
69;Программируемая индивидуально Адресуемая светодиодная лента WS2811 0,5 RGB 12 В, 2811-5 м, 30/60 светодиосветодиодный, s/M, 5050 пикселей;1495;4.8;425;
70;Светодиодная лента 2835, длина 5м/рулон, цвет в ассортименте;206;4.5;425;top
71;Адаптер питания AC/DC 12 В 2A;502;4.7;425;
72;Светодиодная лента для подсветки TCL L32S6FS, 12 Светодиодный одов (6 в), 589 мм;510;4.9;424;
73;Адаптер питания BSOD с разъемом постоянного тока, гнездовой разъем питания 5,5 мм X 2,1 мм для светодиодных лент, камер видеонаблюдения;66;5.0;424;
74;5 м 5050 5630 2835 SMD СВЕТОДИОДНЫЙ ная лента теплый белый/белый 12 В постоянного тока не Водонепроницаемая 300 Светодиодная s Гибкая полоса освещения светодиодная полоса освещения лампа;346;5.0;424;
75;Гибкая светодиодная лента 0,5/1/2/3/4/5 м;82;4.8;424;
76;Гибкая светодиодная лента для выращивания растений;897;4.9;423;
77;Фитолампа светодиодная, 5 м/рулон, 12 В постоянного тока, 5050 светодиодов, 300 светодиодов/м;606;5.0;423;
78;Светодиодная лента Goodland RGB 12 В;731;4.5;423;
79;Соединительный разъем светодиодной ленты для RGB RGBW RGBWW 2835 3528 5050;384;4.8;422;
80;HYZHAUTO 1 шт. 19 см COB светодиодные дневные ходовые огни, Светодиодная лента s, Автомобильные дневные ходовые огни/багажная лампа, белый 12 В;207;4.7;422;top
81;2/4 шт., декоративные светодиодные лампы для мотоцикла и велосипеда;266;4.1;422;
82;Светодиодная лента с сенсорным датчиком движения рук;2039;4.7;422;top
83;Паяльный светодиодный разъем, 2-контактный, 3-контактный;242;4.8;426;top
84;Гибкая светодиодная лента с USB-разъемом для телевизора, 50 см, 1 м, 2 м, 3 м, 4 м, 5 м;766;4.7;427;top
85;Светодиодная лента с Bluetooth RGBWW SMD 5050, 5-30 м, 12 В постоянного тока;1339;4.4;421;
86;Гибкая светодиодная лента COB CCT, 608 светодиодов/м;1438;4.9;422;top
87;Светодиодная лента для подсветки для Samsung 32 ''2013SVS32H, Ue32f5000 D2GE-320SCO-R3, UA32F4088AR, UA32f4100AR, LUMENS D2GE-320SC0-R3, 650 мм, 9 светодиодов, 32 дюйма;1093;4.8;420;
88;Адаптер питания постоянного тока 5,5 мм x 2,1 мм с женским и мужским разъемами для одноцветных светодиодных лент 5050 3528 и камер видеонаблюдения;211;5.0;420;
89;Штекер и гнездо для WS2812B/WS2811/WS2813/WS2815/Sk6812 RGB;259;5.0;420;top
90;Переключатель с ИК-датчиком;137;4.8;420;
91;Гибкая светодиодная лента SMD 5050 с пультом дистанционного управления;818;4.9;420;
92;Адаптер для материнской платы RGB;98;4.8;419;top
93;Светодиодная лента для подсветки 42 дюйма 14 светодиодов s для UE42F5000 UE42F5000AK UE42F5300 UE42F5500 UE42F5700 UE42F5030;1651;4.9;422;
94;Светодиодные модули WS2812B, 5 В постоянного тока, 5050 SMD RGB с платой радиатора, 50 шт;735;4.7;420;top
95;Светодиодная гибкая световая лента высокой яркости 30 см 40 см 2835;223;4.6;419;top
96;Автомобиль RGB LED Музыка голосовое Звуковое управление интерьер автомобиля декоративная атмосфера Авто RGB путь пол полоса света пульт дистанционного управления 12 В;777;4.6;418;
97;Светодиодная лента SMD 2835, 12 В, красный, синий, зеленый, белый, теплый белый свет;439;4.2;418;
98;Гибкая светодиодная лента с Wi-Fi, 5-30 м, RGB 2835, 5050, RGBWW;2717;4.6;418;
99;Гибкая светодиодная панель WS2812B;885;4.9;417;
100;Диммерный сенсорный выключатель;226;4.7;417;
