id,name,sold,price,tags
144,"Футболка мужская летняя с принтом, 100% хлопок, размер M-4XL, цвет в ассортименте",2553,1671.3075312309957,top
145,Хип-хоп свободные мужские уличные футболки Повседневные Классические 2024 летние с короткими рукавами Черно-белые футболки больших размеров 5XL 6XL,2543,775.5576973089671,top
146,"Футболка оверсайз в полоску, хлопок/полиэстер, размеры S-3XL, 2 расцветки",2523,1304.9863245941249,top
147,"Футболка LAPPSTER мужская оверсайз с круглым вырезом в стиле Харадзюку, 100% хлопок, в ассортименте",2509,1866.1044044937034,top
148,"Футболка мужская с V-образным вырезом, хлопок, повседневная, для фитнеса и бодибилдинга, на молнии, с коротким рукавом",2491,1107.0813771175458,
149,"Футболка мужская с круглым вырезом и короткими рукавами, принты 3D в ассортименте, размеры S-5XL",2459,1203.669880131804,
150,Мужская футболка с принтом,2435,752.4659593550087,
151,Хлопковая футболка с японским аниме принтом,2424,1268.043191027713,
152,"COODRONY Мужская футболка с короткими рукавами и воротником мандарин, весна-лето 2020, новый топ, Мужская брендовая одежда, облегающие хлопковые футболки S7645",2421,904.3535840338021,
153,Мужская хлопковая футболка с коротким рукавом,2415,1048.90997362357,top
154,Футболка мужская оверсайз из двух предметов,2398,903.8237899110039,
155,Футболка мужская с длинным рукавом,2391,831.7239976503892,top
156,Футболки унисекс летние с коротким рукавом и забавным принтом,2386,238.29024756006152,
157,Футболка мужская хлопковая,2378,594.5949012819071,top
158,Футболка мужская GILDAN,2378,771.1716990756229,
159,"Плотная хлопковая однотонная футболка унисекс, цвета в ассортименте",2370,488.79984823710083,
160,"Мужская рубашка ReFire Gear с длинным рукавом в стиле милитари, 6 цветов на выбор",2342,1202.2742214485652,
161,Футболка с изображением медведя,2321,1862.8435297054757,
162,"Футболка мужская с круглым вырезом и короткими рукавами, 3D-принты в ассортименте, размеры XXS-6XL",2316,763.0291175726557,
163,"Мужская шерстяная футболка с отверстиями для большого пальца и манжетами, с длинным рукавом, с Боковым Разрезом",2301,1178.8030481501914,
164,"MRMT 2023 новая хлопковая Мужская футболка с коротким рукавом, Мужская футболка с коротким рукавом, однотонные мужские футболки для мужчин, топы, футболки",2290,19.256358477158187,top
165,Футболка мужская облегающая с V-образным вырезом и коротким рукавом,2287,1109.3422713207033,
166,Мужские спортивные футболки jeansian LSL069,2277,1269.8411737807205,
167,"Мужская футболка с рукавами 3/4 в свободном стиле, цвет черный, белый в полоску, размеры S-3XL",2268,1064.972118969424,top
168,"Мужская хлопковая футболка с рукавом реглан и круглым вырезом, 3 цвета на выбор",2253,555.9532648739814,top
169,"Мужская тактическая камуфляжная спортивная футболка ZOGAA, размер S-XXXL, цвет черный/серый/болотный",2241,659.2449905277883,top
170,Мужская футболка с коротким рукавом,2224,1159.92623396497,
171,Футболка мужская оверсайз из чесаного хлопка,2245,1027.9710781587519,
172,"Мужская футболка с коротким рукавом, круглым вырезом и принтом",2195,-103.9880686274513,top
173,"Футболка для мужчин и женщин спортивная, размер 2XS - 5XL, цвет в ассортименте",2191,1441.8402251022223,
174,Свитшот с принтом,2140,1224.744542220234,
175,"Футболка мужская базовая, мягкая эластичная, с коротким рукавом, белая, на лето",2143,57.186545734323204,top
176,"Футболка мужская Simwood с круглым вырезом и короткими рукавами, цвета в ассортименте, размеры S-3XL",2137,1184.906665623184,top
177,Футболка мужская с коротким рукавом с ярким 3D-принтом,2131,1266.9458192096522,
178,"Футболка мужская хлопковая с аниме принтом, размер S-XXL, цвет черный, рисунок в ассортименте",2128,1444.0051288737254,top
179,"Мужская камуфляжная футболка с длинными/короткими рукавами, размеры S - 3XL, цвет в ассортименте",2098,1251.714608960649,
180,Футболка мужская однотонная хлопковая с принтом,2090,782.2897307352264,
181,"Новинка 2023, Мужская футболка MRMT из 100% хлопка, однотонная мужская футболка с круглым вырезом и коротким рукавом, футболки для мужчин",2084,1301.2482030075346,
182,"Мужская футболка в полоску в стиле оверсайз, хлопок, размер S-XXXL",2081,885.7570284419007,top
183,Мужская хлопковая футболка с принтом,2066,336.6451599900697,
184,"Футболка INFLATION унисекс с круглым вырезом и короткими рукавами, цвета в ассортименте, размеры S-2XL",2060,654.4883730957123,
185,"Мужская футболка ReFire Gear с длинными рукавами на молнии, цвета в ассортименте, размеры S-5XL",2042,793.972407581891,
186,Мужские черные хлопковые футболки со зловещими принтами в ассортименте,2055,824.2330214123045,top
187,"Футболка LAPPSTER мужская оверсайз, 100% хлопок, цвет и размер в ассортименте",2038,2367.1402975778233,top
